session_id,event_type,location,occurred_at_jst
e87a9bda-7533-4de0-be74-82f20f3de114,uncheck,Book.__init__-line-2,2025/12/16 11:03:17
e87a9bda-7533-4de0-be74-82f20f3de114,check,Book.__init__-line-2,2025/12/16 11:03:14
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 11:03:08
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 11:03:06
e87a9bda-7533-4de0-be74-82f20f3de114,uncheck,Member.__str__-line-1,2025/12/16 11:03:05
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__str__,2025/12/16 11:02:58
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member._random_id,2025/12/16 11:02:57
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__init__,2025/12/16 11:02:48
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 11:02:46
e87a9bda-7533-4de0-be74-82f20f3de114,check,Library.add_book-line-2,2025/12/16 11:02:35
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 11:02:25
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_book,2025/12/16 11:02:06
e87a9bda-7533-4de0-be74-82f20f3de114,check,Library.add_member-line-4,2025/12/16 11:02:04
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_member,2025/12/16 11:01:36
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_member,2025/12/16 11:01:15
e87a9bda-7533-4de0-be74-82f20f3de114,check,Library.borrow_book-line-7,2025/12/16 11:01:02
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.borrow_book,2025/12/16 11:00:36
e87a9bda-7533-4de0-be74-82f20f3de114,check,Library.return_book-line-7,2025/12/16 11:00:13
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.return_book,2025/12/16 10:59:21
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:59:19
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 10:59:18
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 10:59:16
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.__init__,2025/12/16 10:59:15
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:59:11
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_book,2025/12/16 10:58:36
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:58:30
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.__init__,2025/12/16 10:58:09
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:58:08
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member._random_id,2025/12/16 10:58:06
e87a9bda-7533-4de0-be74-82f20f3de114,check,Member.__str__-line-1,2025/12/16 10:58:03
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__str__,2025/12/16 10:57:46
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member._random_id,2025/12/16 10:57:08
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__init__,2025/12/16 10:56:52
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 10:56:49
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 10:56:39
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__del__,2025/12/16 10:56:35
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__str__,2025/12/16 10:56:01
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__del__,2025/12/16 10:55:40
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 10:55:20
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 10:55:18
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 10:55:17
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:55:15
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:55:12
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 10:54:42
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__del__,2025/12/16 10:54:41
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 10:54:39
e87a9bda-7533-4de0-be74-82f20f3de114,file,main.py,2025/12/16 10:53:51
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.return_book,2025/12/16 10:52:29
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.borrow_book,2025/12/16 10:52:02
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.__init__,2025/12/16 10:51:59
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.borrow_book,2025/12/16 10:51:24
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:51:23
e87a9bda-7533-4de0-be74-82f20f3de114,file,main.py,2025/12/16 10:51:14
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.borrow_book,2025/12/16 10:49:10
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_member,2025/12/16 10:48:57
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:48:55
e87a9bda-7533-4de0-be74-82f20f3de114,file,main.py,2025/12/16 10:48:41
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:48:38
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 10:48:35
e87a9bda-7533-4de0-be74-82f20f3de114,uncheck,Library.remove_member-line-8,2025/12/16 10:48:30
e87a9bda-7533-4de0-be74-82f20f3de114,uncheck,Library.remove_member-line-7,2025/12/16 10:48:29
e87a9bda-7533-4de0-be74-82f20f3de114,check,Library.remove_member-line-8,2025/12/16 10:48:17
e87a9bda-7533-4de0-be74-82f20f3de114,check,Library.remove_member-line-7,2025/12/16 10:48:14
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_member,2025/12/16 10:47:42
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.borrow_book,2025/12/16 10:47:37
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_member,2025/12/16 10:47:31
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_member,2025/12/16 10:47:24
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_book,2025/12/16 10:47:20
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.__init__,2025/12/16 10:47:17
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_member,2025/12/16 10:46:56
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_book,2025/12/16 10:46:12
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:46:10
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_book,2025/12/16 10:46:02
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:45:57
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:45:54
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 10:45:52
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 10:45:48
e87a9bda-7533-4de0-be74-82f20f3de114,uncheck,Library.add_book-line-2,2025/12/16 10:45:47
e87a9bda-7533-4de0-be74-82f20f3de114,check,Library.add_book-line-2,2025/12/16 10:45:39
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:45:07
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.remove_book,2025/12/16 10:44:53
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:44:37
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.__init__,2025/12/16 10:44:29
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:44:24
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.__init__,2025/12/16 10:44:03
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.add_book,2025/12/16 10:44:02
e87a9bda-7533-4de0-be74-82f20f3de114,method,Library.__init__,2025/12/16 10:44:01
e87a9bda-7533-4de0-be74-82f20f3de114,file,library.py,2025/12/16 10:43:58
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__str__,2025/12/16 10:43:43
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member._random_id,2025/12/16 10:43:20
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__init__,2025/12/16 10:43:18
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member._random_id,2025/12/16 10:43:15
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__init__,2025/12/16 10:42:37
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 10:42:34
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__str__,2025/12/16 10:42:19
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__del__,2025/12/16 10:41:58
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 10:41:12
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__del__,2025/12/16 10:41:10
e87a9bda-7533-4de0-be74-82f20f3de114,method,Book.__init__,2025/12/16 10:41:08
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 10:41:07
e87a9bda-7533-4de0-be74-82f20f3de114,method,Member.__init__,2025/12/16 10:41:06
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 10:41:03
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 10:41:02
e87a9bda-7533-4de0-be74-82f20f3de114,file,member.py,2025/12/16 10:40:56
e87a9bda-7533-4de0-be74-82f20f3de114,file,book.py,2025/12/16 10:40:20
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:41:48
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:41:46
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__str__,2025/12/15 16:41:44
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member._random_id,2025/12/15 16:41:43
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__init__,2025/12/15 16:41:40
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:41:39
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:41:33
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:41:31
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:41:28
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:41:22
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:41:16
2d306479-3cf0-4ebe-9e25-7e062739c5a4,check,Library.borrow_book-line-12,2025/12/15 16:40:56
2d306479-3cf0-4ebe-9e25-7e062739c5a4,uncheck,Library.borrow_book-line-15,2025/12/15 16:40:55
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:40:51
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:40:49
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:40:27
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:40:25
2d306479-3cf0-4ebe-9e25-7e062739c5a4,uncheck,Library.borrow_book-line-12,2025/12/15 16:40:00
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:39:53
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.remove_book,2025/12/15 16:39:49
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.remove_book,2025/12/15 16:39:34
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:39:30
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:39:29
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__del__,2025/12/15 16:39:25
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:39:22
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.return_book,2025/12/15 16:39:01
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:38:59
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:38:55
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:38:53
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:38:43
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.remove_book,2025/12/15 16:38:32
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.add_book,2025/12/15 16:38:27
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:38:26
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:38:24
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:38:23
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__str__,2025/12/15 16:38:21
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member._random_id,2025/12/15 16:38:18
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__init__,2025/12/15 16:38:16
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:38:15
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__str__,2025/12/15 16:38:12
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__del__,2025/12/15 16:38:10
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:38:07
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:38:04
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:38:03
2d306479-3cf0-4ebe-9e25-7e062739c5a4,uncheck,Library.borrow_book-line-7,2025/12/15 16:37:59
2d306479-3cf0-4ebe-9e25-7e062739c5a4,check,Library.borrow_book-line-7,2025/12/15 16:37:57
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:37:53
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.add_book,2025/12/15 16:37:48
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:37:44
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:37:40
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:37:38
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:37:36
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:37:36
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:37:34
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:37:32
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:37:30
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:37:28
2d306479-3cf0-4ebe-9e25-7e062739c5a4,check,Library.borrow_book-line-12,2025/12/15 16:37:14
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:36:52
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:36:49
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:36:42
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:35:20
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:35:17
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:35:08
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:34:57
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:34:54
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:34:43
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:34:23
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:34:22
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:34:20
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:34:16
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:34:11
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:33:56
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__del__,2025/12/15 16:33:52
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__str__,2025/12/15 16:33:50
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:33:47
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__str__,2025/12/15 16:33:44
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__str__,2025/12/15 16:33:42
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member._random_id,2025/12/15 16:33:40
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__init__,2025/12/15 16:33:37
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:33:32
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:32:48
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:32:44
2d306479-3cf0-4ebe-9e25-7e062739c5a4,uncheck,main-line-19,2025/12/15 16:32:42
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:32:38
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:32:36
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:31:09
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:30:58
2d306479-3cf0-4ebe-9e25-7e062739c5a4,check,Library.borrow_book-line-15,2025/12/15 16:30:14
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.borrow_book,2025/12/15 16:30:03
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:29:57
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:29:54
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:29:49
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:29:23
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:29:20
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.remove_book,2025/12/15 16:29:11
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.add_book,2025/12/15 16:29:08
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:28:57
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:28:45
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__str__,2025/12/15 16:28:42
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member._random_id,2025/12/15 16:28:30
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member._random_id,2025/12/15 16:28:24
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Member.__init__,2025/12/15 16:28:17
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:28:10
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:28:02
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__str__,2025/12/15 16:27:42
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__del__,2025/12/15 16:27:39
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:27:36
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:26:11
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:25:45
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__str__,2025/12/15 16:25:41
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__del__,2025/12/15 16:25:39
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:25:34
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:25:25
2d306479-3cf0-4ebe-9e25-7e062739c5a4,check,main-line-19,2025/12/15 16:24:05
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:22:50
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__init__,2025/12/15 16:22:43
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__del__,2025/12/15 16:22:42
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Book.__str__,2025/12/15 16:22:38
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:22:34
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:22:16
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:22:14
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:22:08
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:22:06
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.add_book,2025/12/15 16:22:03
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:22:02
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:21:55
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:21:32
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:21:30
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:21:29
2d306479-3cf0-4ebe-9e25-7e062739c5a4,method,Library.__init__,2025/12/15 16:21:19
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:21:10
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:21:05
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:21:03
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,library.py,2025/12/15 16:20:58
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,main.py,2025/12/15 16:20:46
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,member.py,2025/12/15 16:20:29
2d306479-3cf0-4ebe-9e25-7e062739c5a4,file,book.py,2025/12/15 16:20:28
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.borrow_book,2025/12/15 11:02:08
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,library.py,2025/12/15 11:02:06
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,member.py,2025/12/15 11:02:05
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,main.py,2025/12/15 11:01:58
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.borrow_book,2025/12/15 11:01:45
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.return_book,2025/12/15 11:01:18
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.remove_book,2025/12/15 11:00:48
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.add_book,2025/12/15 11:00:46
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.remove_book,2025/12/15 11:00:09
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.add_book,2025/12/15 11:00:06
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.__init__,2025/12/15 11:00:05
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,library.py,2025/12/15 11:00:04
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Member.__str__,2025/12/15 11:00:01
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Member.__init__,2025/12/15 10:59:58
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Member._random_id,2025/12/15 10:59:56
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Member.__init__,2025/12/15 10:59:55
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,member.py,2025/12/15 10:59:53
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__str__,2025/12/15 10:59:51
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__del__,2025/12/15 10:59:49
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__init__,2025/12/15 10:59:47
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,book.py,2025/12/15 10:59:42
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,main.py,2025/12/15 10:59:33
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,library.py,2025/12/15 10:59:30
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__init__,2025/12/15 10:59:16
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__del__,2025/12/15 10:59:05
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__str__,2025/12/15 10:59:03
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__del__,2025/12/15 10:58:51
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,uncheck,Book-classvar-0-line-1,2025/12/15 10:58:29
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,check,Book-classvar-0-line-1,2025/12/15 10:58:28
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__init__,2025/12/15 10:58:17
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,book.py,2025/12/15 10:58:15
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.add_book,2025/12/15 10:58:02
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,library.py,2025/12/15 10:58:00
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,main.py,2025/12/15 10:57:56
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Library.add_book,2025/12/15 10:57:55
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,library.py,2025/12/15 10:57:53
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__init__,2025/12/15 10:57:37
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,book.py,2025/12/15 10:57:34
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,file,main.py,2025/12/15 10:57:29
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__str__,2025/12/15 10:57:27
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__del__,2025/12/15 10:57:26
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,check,Book.__init__-line-2,2025/12/15 10:56:46
0c9ba487-5f65-48a3-a4a4-2c4d9811faaf,method,Book.__init__,2025/12/15 10:56:27
